,precision,recall,f1-score,support
0,0.0,0.0,0.0,26.0
1,0.9962920707358813,1.0,0.9981425917988284,6986.0
accuracy,0.9962920707358813,0.9962920707358813,0.9962920707358813,0.9962920707358813
macro avg,0.49814603536794066,0.5,0.4990712958994142,7012.0
weighted avg,0.9925978902111903,0.9962920707358813,0.9944415496729343,7012.0
