Time,10,15,20,35,40,50,60,601,61,101,103,105,107,109,111,113,115,117,119,120,121,123,125,127,129,131,139,141,143,145,147,149,151,153,157,159,161,163,164,166,167,169,171,173,177,179,181,183,184,185,187,189,191,193,195,197,199,201,203,204,205,206,207,208,209,211,213,215,217,219,225,229,231,237,239,241,243,247,249,251,253,255,257,259,261,263,265,267,269,271,273,275,River,Lake,1,2,3,Leak_Node,Leak_Label,Leak_Size
36000,28.95724,39.74253,10.623417,43.150753,6.7670035,8.352076,65.80487,65.804535,65.80419,42.13949,41.11853,42.85624,44.62528,46.256145,46.717243,48.517887,45.549458,45.719936,48.86631,49.714706,50.511,46.8557,46.550873,32.853455,34.376698,48.08855,40.218002,48.277668,50.867733,49.163353,43.821194,44.58086,39.24369,29.28241,44.98958,46.47446,46.62334,46.216393,46.216393,48.349983,48.835487,48.83564,48.232864,48.22546,44.527588,44.53142,44.524845,43.642128,41.80427,42.03323,43.532253,46.081314,40.490597,42.623966,43.380272,41.567028,45.859447,44.96701,44.334576,40.789284,38.83964,44.4819,42.201817,39.73046,44.90549,42.057728,42.03578,41.996304,42.297035,42.904278,41.686172,40.78635,42.46188,39.71745,39.971786,39.971344,39.666466,38.43479,38.434875,34.765083,32.890945,35.64503,44.76047,42.367146,50.0408,50.167423,47.45638,41.241783,47.298744,45.14972,42.801956,41.94782,0.0,0.0,6.7670035,8.352076,10.623421,None,0,0.0
39600,28.854168,35.978443,10.5524435,43.09782,6.7611203,8.441968,65.79629,65.795944,65.7956,41.807003,40.77819,42.568474,44.33975,45.924824,46.494797,48.326115,45.330814,45.51264,48.719303,49.54213,50.39087,46.740093,46.434128,32.7576,34.279583,47.990623,39.501007,47.11779,48.48854,48.13734,42.89431,43.696102,38.792084,28.83761,44.85701,46.363064,46.527,46.123707,46.123707,48.257305,48.758545,48.758728,48.168625,48.16116,44.476925,44.483658,44.47177,43.58935,41.73272,41.963043,43.44431,46.00121,40.351044,42.484566,43.24178,41.40206,45.77923,44.885628,44.25275,40.707592,38.759537,44.420048,42.127777,39.68244,44.88146,42.041786,42.018723,41.971478,42.271404,42.87818,41.660294,40.809135,42.484493,39.742634,40.01282,40.012547,39.70765,38.480972,38.481037,34.817112,32.964626,35.72086,44.56263,42.165363,49.828804,49.949886,47.373997,41.138237,47.219723,45.093456,42.721836,41.86702,0.0,0.0,6.7611203,8.441968,10.5524435,None,0,0.0
43200,28.85667,35.906586,10.443227,43.038048,6.679529,8.423583,65.78989,65.78954,65.78919,41.815086,40.78668,42.54997,44.320267,45.926163,46.45838,48.285133,45.29016,45.46322,48.63991,49.47593,50.30258,46.653873,46.343834,32.65707,34.1791,47.890366,39.417015,47.04479,48.41668,48.066048,42.823593,43.625534,38.72031,28.765688,44.78291,46.295994,46.464577,46.06217,46.06216,48.195763,48.700577,48.70075,48.112488,48.105236,44.416336,44.42205,44.41205,43.529133,41.68834,41.912228,43.39071,45.944664,40.30313,42.436604,43.19352,41.357887,45.775433,44.889378,44.25825,40.65497,38.75563,44.420326,42.128918,39.681732,44.879036,42.038788,42.0162,41.971138,42.271294,42.878197,41.66025,40.80015,42.47555,39.73336,40.00088,40.000576,39.695683,38.46815,38.468216,34.803284,32.947598,35.703228,44.507927,42.112392,49.7807,49.903847,47.31489,41.084576,47.162857,45.034733,42.717964,41.8705,0.0,0.0,6.679529,8.423583,10.443227,None,0,0.0
46800,28.89971,35.88209,10.345884,43.007633,6.621831,8.427825,65.78482,65.78447,65.78412,41.953922,40.92918,42.63734,44.40559,46.05653,46.499336,48.31158,45.323177,45.480103,48.586033,49.452423,50.23307,46.58561,46.272026,32.571953,34.0941,47.805958,39.366795,47.017246,48.392185,48.041832,42.799946,43.60189,38.689793,28.73496,44.73579,46.257442,46.431442,46.02991,46.02991,48.16351,48.6717,48.67185,48.084145,48.077007,44.3836,44.38677,44.381424,43.495884,41.6678,41.88862,43.370987,45.91964,40.306072,42.43939,43.195545,41.37291,45.77298,44.889187,44.258274,40.63388,38.75441,44.42956,42.133686,39.69603,44.902126,42.06481,42.043995,42.00452,42.30525,42.91249,41.694386,40.82232,42.49785,39.755035,40.019123,40.01878,39.713894,38.48509,38.485153,34.818584,32.95703,35.711124,44.511795,42.120373,49.80046,49.928272,47.285023,41.069523,47.136703,45.00476,42.716614,41.870667,0.0,0.0,6.621831,8.427825,10.345884,None,0,0.0
50400,28.982391,35.905575,10.267754,43.048874,6.6265655,8.472785,65.78138,65.78103,65.78068,42.220608,41.202805,42.83539,44.600853,46.31585,46.62913,48.423977,45.440952,45.577564,48.566048,49.47864,50.185623,46.539276,46.223133,32.509235,34.03154,47.744205,39.353596,47.036163,48.41567,48.065563,42.82436,43.626232,38.703236,28.74802,44.731186,46.273014,46.460133,46.061047,46.061047,48.19465,48.71259,48.71271,48.12891,48.12204,44.423214,44.424473,44.42251,43.536316,41.730385,41.9438,43.4273,45.96723,40.390278,42.523266,43.278244,41.472004,45.88108,45.004833,44.37544,40.689793,38.86356,44.54696,42.250385,39.814228,45.02171,42.18483,42.16619,42.134457,42.43598,43.043686,41.825367,40.926884,42.602585,39.85613,40.110943,40.1105,39.80563,38.573593,38.573673,34.903053,33.024445,35.7764,44.584354,42.199734,49.90065,50.034847,47.322845,41.129593,47.181637,45.046875,42.825634,41.986332,0.0,0.0,6.6265655,8.472785,10.267754,None,0,0.0
54000,1.5866752,35.439938,10.222306,42.440147,6.698254,8.596177,65.74461,65.744255,65.74389,33.590675,33.278465,37.923183,39.89963,40.195763,43.38424,45.82046,42.33704,43.02062,47.84375,48.038746,49.678146,46.04421,45.770287,32.290775,33.812897,47.526352,38.99169,46.565594,47.950035,47.5705,42.309258,43.10249,38.089554,28.139997,44.001575,45.531948,45.710537,45.318363,45.318363,47.451958,48.008533,48.00863,47.48796,47.48161,43.827625,43.843254,43.813683,42.928856,41.023884,41.206646,42.478485,45.135357,38.76828,40.91798,41.69115,39.388428,45.363594,44.502308,43.87312,39.8155,38.349953,44.159924,41.791298,39.50884,44.85801,42.068752,42.05731,42.03307,42.335373,42.94352,41.725,40.925823,42.60169,39.859596,40.149445,40.14933,39.84448,38.622223,38.622246,34.962227,33.12374,35.873627,42.321384,39.80813,47.157345,47.12874,46.59928,39.998337,46.398193,44.42847,42.311165,41.487442,0.0,0.0,6.698254,8.596177,10.22231,None,0,0.0
57600,1.5202048,38.765347,9.990775,42.315792,6.3500566,8.562639,65.73703,65.73667,65.73631,33.524204,33.211384,37.85517,39.830524,40.127575,43.304462,45.73736,42.2644,42.951847,47.7717,47.965496,49.574333,45.942158,45.652275,32.112194,33.635284,47.34896,39.342487,47.30016,49.89055,48.16091,42.80373,43.557606,38.182194,28.227354,43.920403,45.43768,45.607094,45.212933,45.212933,47.346523,47.89469,47.894775,47.36826,47.361977,43.699448,43.710976,43.689316,42.797085,40.911278,41.092144,42.37241,45.02336,38.67544,40.82427,41.597233,39.29922,45.262142,44.40272,43.773327,39.70646,38.249268,44.072353,41.69454,39.431698,44.798958,42.015766,42.005566,41.983448,42.28596,42.89424,41.675655,40.884644,42.560555,39.818745,40.111504,40.111412,39.806564,38.58501,38.58503,34.925674,33.089207,35.83851,42.250763,39.737865,47.08849,47.059883,46.48828,39.898727,46.28468,44.30544,42.21024,41.38962,0.0,0.0,6.3500566,8.562639,9.99078,None,0,0.0
61200,1.4199365,38.61555,9.798486,42.155224,6.073757,8.517494,65.7257,65.725334,65.724976,33.423935,33.110546,37.750057,39.724545,40.025272,43.190704,45.619152,42.15356,42.833817,47.619236,47.824986,49.41724,45.789555,45.490734,31.932602,33.455753,47.16969,39.18082,47.150314,49.74075,48.012985,42.656197,43.410145,38.033676,28.078985,43.767944,45.284737,45.453537,45.059105,45.059097,47.192703,47.739426,47.739506,47.21097,47.2048,43.537045,43.546513,43.52876,42.633568,40.765587,40.944084,42.23081,44.8752,38.547047,40.694748,41.467197,39.174988,45.12998,44.273014,43.64339,39.56258,38.118492,43.95994,41.5708,39.33212,44.721645,41.945934,41.937233,41.917637,42.220413,42.82884,41.610184,40.82919,42.505157,39.763897,40.060204,40.060146,39.755306,38.53459,38.534603,34.876045,33.041607,35.79022,42.123978,39.612984,46.970608,46.94263,46.33364,39.761906,46.132965,44.145824,42.078957,41.26267,0.0,0.0,6.073757,8.517494,9.798491,None,0,0.0
64800,1.435638,38.51068,9.616664,42.057434,5.8418317,8.454651,65.71638,65.716,65.71564,33.439636,33.125072,37.75604,39.72941,40.036087,43.18455,45.602383,42.148106,42.806515,47.50836,47.74277,49.2903,45.663937,45.35701,31.770813,33.294064,47.00849,39.05325,47.04536,49.63588,47.911716,42.55572,43.309834,37.93146,27.976894,43.662697,45.18631,45.359238,44.96533,44.96533,47.098927,47.64719,47.647243,47.117203,47.111164,43.43702,43.443966,43.430965,42.533237,40.691135,40.86711,42.16616,44.79899,38.50929,40.654934,41.426228,39.146385,45.070004,44.216305,43.58712,39.49359,38.059868,43.908215,41.516685,39.283096,44.677322,41.90318,41.89582,41.880848,42.184105,42.792805,41.574024,40.782845,42.45891,39.716106,40.00964,40.00955,39.70472,38.483063,38.48308,34.82339,32.98679,35.734123,42.075375,39.569073,46.94374,46.91745,46.241257,39.705666,46.049324,44.049194,42.019745,41.20684,0.0,0.0,5.8418317,8.454651,9.616664,None,0,0.0
68400,1.2916932,38.36212,9.452488,41.91154,5.672768,8.4473915,65.70595,65.705574,65.70521,33.295692,32.981136,37.61195,39.585327,39.89217,43.040665,45.45853,42.00407,42.66211,47.363228,47.59788,49.144894,45.523544,45.20913,31.613173,33.136433,46.850857,38.90087,46.8968,49.48732,47.764,42.40846,43.16275,37.78558,27.830961,43.517956,45.042118,45.215424,44.821594,44.821594,46.955193,47.503777,47.503838,46.97413,46.968235,43.29069,43.297104,43.285133,42.386803,40.55555,40.727127,42.023277,44.654842,38.36562,40.511192,41.28248,39.002655,44.96086,44.111534,43.482765,39.35173,37.952007,43.823086,41.42089,39.210056,44.62525,41.858162,41.85162,41.83664,42.139896,42.748604,41.529816,40.755398,42.43147,39.69003,39.989017,39.98898,39.684147,38.463963,38.46397,34.805832,32.97291,35.72024,41.930786,39.42452,46.799335,46.77306,46.097733,39.561802,45.905396,43.904125,41.91128,41.104805,0.0,0.0,5.672768,8.4473915,9.452488,None,0,0.0
72000,0.77513874,38.07898,9.294428,41.62991,5.5165915,8.385218,65.688835,65.68845,65.68808,32.779137,32.46681,37.118374,39.0949,39.384224,42.57629,45.012863,41.532696,42.231934,47.098263,47.276146,48.910145,45.293053,44.983494,31.426424,32.949497,46.662838,38.655624,46.61385,49.20418,47.475502,42.119488,42.87388,37.50352,27.54835,43.244488,44.75892,44.926712,44.5324,44.5324,46.665997,47.21396,47.214058,46.68955,46.68372,43.01004,43.01786,43.003456,42.10402,40.246117,40.411613,41.674305,44.32643,37.96148,40.11126,40.88491,38.58126,44.690872,43.846645,43.218925,39.014538,37.6808,43.574142,41.16208,38.972298,44.406906,41.646362,41.637753,41.612423,41.914608,42.522694,41.3042,40.559006,42.234848,39.50623,39.81107,39.81108,39.50623,38.287582,38.287582,34.63149,32.81847,35.56866,41.542793,39.027313,46.368427,46.339005,45.80739,39.19162,45.59505,43.621532,41.640804,40.84149,0.0,0.0,5.5165915,8.385218,9.294428,None,0,0.0
75600,0.3580386,37.81321,9.110821,41.31133,5.2971907,8.124234,65.67178,65.6714,65.67102,32.362038,32.05028,36.721394,38.699955,38.968937,42.192352,44.63149,41.142693,41.87043,46.834938,46.97973,48.673313,45.063435,44.753094,31.223108,32.746056,46.458725,38.414593,46.348198,48.93841,47.206013,41.84932,42.60361,37.235634,27.280354,42.96725,44.46346,44.619408,44.22295,44.22295,46.35655,46.896313,46.89643,46.36949,46.363525,42.692272,42.70114,42.68488,41.786724,39.904198,40.07166,41.32418,43.98605,37.59402,39.746212,40.5211,38.20925,44.337673,43.49025,42.86189,38.667995,37.326508,43.21867,40.805676,38.617886,44.05433,41.29441,41.283978,41.25224,41.553764,42.161465,40.943146,40.20588,41.881577,39.159122,39.465176,39.465218,39.160347,37.94285,37.94284,34.28891,32.494328,35.246284,41.206753,38.685783,46.006626,45.975502,45.49206,38.831852,45.265385,43.302494,41.287,40.48515,0.0,0.0,5.2971907,8.124239,9.110826,None,0,0.0
79200,0.40028253,34.875927,9.227297,41.51456,5.271667,7.9044523,63.69059,92.08174,92.08174,32.40428,32.092102,36.85024,38.830257,39.01151,42.32232,44.7762,41.301,42.20055,47.6382,47.63099,49.706898,46.777905,45.636326,31.613487,33.135487,46.846134,38.3812,46.01718,47.38602,47.041637,41.803326,42.607235,37.72751,27.7791,43.64419,44.967976,45.007744,44.588257,44.588257,46.721855,47.168503,47.168697,46.591797,46.585094,42.889935,42.89271,42.888206,41.977695,40.040066,40.22264,41.482864,44.168682,37.73952,39.89956,40.679436,38.350605,44.385742,43.519417,42.88958,38.82397,37.367306,43.183186,40.80776,38.539806,43.902355,41.11766,41.099743,41.048756,41.348297,41.954853,40.737064,40.00189,41.677166,38.959373,39.26374,39.263744,38.95884,37.740025,37.74003,34.083942,32.27265,35.029915,41.66107,39.11261,46.333786,46.292377,45.793503,38.997654,45.486237,43.51104,41.3296,40.504322,0.0,0.0,5.271667,7.9044523,9.227292,None,0,0.0
82800,-0.6235526,34.521534,9.425001,41.021816,5.113523,7.567743,63.683887,92.036964,92.036964,31.380445,31.070362,35.92431,37.905838,37.999786,41.54537,44.048523,40.507298,41.493637,47.391605,47.22828,49.579433,46.649628,45.56305,31.717476,33.238693,46.945404,38.219643,45.679245,47.031628,46.678055,41.43011,42.231228,37.363216,27.416613,43.33773,44.583473,44.5727,44.144024,44.14402,46.27762,46.688194,46.688534,46.09715,46.089954,42.3977,42.40158,42.39546,41.467438,39.428856,39.61261,40.828445,43.600918,37.026268,39.208233,39.993557,37.615086,43.77522,42.900528,42.27048,38.185173,36.748676,42.538006,40.176197,37.8792,43.214966,40.421356,40.392044,40.30355,40.599228,41.203545,39.986794,39.29153,40.965977,38.27906,38.585987,38.586075,38.28109,37.065704,37.0657,33.416775,31.671204,34.438816,41.070248,38.495323,45.622433,45.569214,45.324135,38.40466,44.961964,43.017597,40.711853,39.88328,0.0,0.0,5.113523,7.567743,9.425001,None,0,0.0
86400,0.21085688,29.257036,9.530027,41.28385,4.811332,6.9978094,63.73968,92.410866,92.410866,32.214855,31.900658,36.726906,38.70617,38.81979,42.147568,44.59863,41.17415,42.241943,48.06516,47.935177,50.336365,47.71895,46.203056,31.994507,33.51482,47.22464,37.87873,44.877693,44.172363,46.162025,41.10865,41.989277,37.82385,27.886288,43.939835,45.082478,44.99916,44.55482,44.55482,46.68842,47.033607,47.033833,46.398388,46.39124,42.654793,42.653263,42.657425,41.739136,39.800415,39.993767,41.283577,43.973995,37.557735,39.72129,40.504772,38.17023,44.086185,43.20908,42.57989,38.61426,37.05985,42.76545,40.45454,38.048958,43.284626,40.457317,40.432713,40.37385,40.67258,41.278667,40.061096,39.270763,40.945866,38.213047,38.50149,38.501392,38.196472,36.974976,36.975002,33.316364,31.472406,34.231846,41.804092,39.23314,46.372753,46.322918,45.69096,38.814487,45.31304,43.290573,41.022945,40.190506,0.0,0.0,4.811332,6.9978094,9.530023,None,0,0.0
90000,28.402805,29.511406,9.782825,42.107643,4.9244275,6.823444,63.782196,92.697334,92.697334,40.34971,39.256668,41.696198,43.458935,44.439686,45.658142,47.50965,44.695972,45.38246,49.059242,49.668846,51.17013,48.535465,46.932335,32.403976,33.923637,47.62738,38.203423,45.168297,44.42673,46.463078,41.440315,42.336544,38.39964,28.457283,44.9217,46.054874,45.969154,45.517506,45.517506,47.651093,47.95344,47.95389,47.248993,47.240643,43.4727,43.46685,43.481373,42.58766,40.7165,40.96947,42.548397,45.1228,39.522522,41.6609,42.42377,40.560402,44.650517,43.745693,43.114567,39.777294,37.600815,43.06847,40.872936,38.221233,43.230007,40.326588,40.278526,40.161728,40.454487,41.05711,39.84115,39.036182,40.710007,37.99013,38.266598,38.266438,37.961395,36.73858,36.738625,33.07952,31.22146,33.996876,44.493767,42.066544,49.66465,49.731247,46.633965,40.309025,46.35598,44.12292,41.5697,40.714638,0.0,0.0,4.924423,6.823444,9.782816,None,0,0.0
93600,28.907337,30.614796,10.122889,43.011063,5.3180504,6.5481353,63.82336,92.97591,92.97591,41.978523,40.936176,43.102432,44.87065,46.12054,46.975224,48.730984,45.952663,46.45144,49.961014,50.61894,51.97852,49.327156,47.671562,32.893322,34.41403,48.122787,39.04456,46.242683,45.53012,47.587887,42.580887,43.481148,39.509754,29.56493,45.841393,46.99344,46.91735,46.4637,46.4637,48.597298,48.889343,48.889606,48.17034,48.16204,44.370697,44.359333,44.38482,43.49213,41.650627,41.90507,43.52067,46.083958,40.595394,42.729607,43.48992,41.709988,45.58309,44.675976,44.045277,40.736656,38.52566,43.84553,41.73773,38.898857,43.735077,40.773483,40.7315,40.662502,40.96019,41.56567,40.34838,39.250034,40.924915,38.170307,38.351475,38.35035,38.045406,36.79376,36.793957,33.102806,31.14315,33.90538,45.532047,43.11761,50.741142,50.83348,47.574036,41.305912,47.308517,45.03145,42.496864,41.636566,0.0,0.0,5.3180456,6.5481353,10.12288,None,0,0.0
