,precision,recall,f1-score,support
0,0.0,0.0,0.0,26.0
1,0.9962973511819995,1.0,0.9981452418319304,6996.0
accuracy,0.9962973511819995,0.9962973511819995,0.9962973511819995,0.9962973511819995
macro avg,0.49814867559099973,0.5,0.4990726209159652,7022.0
weighted avg,0.9926084119722683,0.9962973511819995,0.9944494605320685,7022.0
